sample_name;sample_nr;FOV;DAPI;DAPI_FITC_FISH;DAPI_FITC;DAPI_FISH
J3T4GVRSG;6432;17;156;0;151;0
J3T4GVRSG;6432;18;172;1;163;1
J3T4GVRSG;6432;19;156;0;155;0
J3T4GVRSG;6432;1;121;1;105;1
J3T4GVRSG;6432;20;131;0;129;0
J3T4GVRSG;6432;21;126;2;125;2
J3T4GVRSG;6432;22;126;0;124;0
J3T4GVRSG;6432;23;144;0;142;0
J3T4GVRSG;6432;24;128;1;128;1
J3T4GVRSG;6432;2;137;1;132;1
J3T4GVRSG;6432;3;121;0;119;0
J3T4GVRSG;6432;4;111;0;107;0
J3T4GVRSG;6432;5;127;0;127;0
J3T4GVRSG;6432;6;140;2;138;2
J3T4GVRSG;6432;7;136;0;134;0
J3T4GVRSG;6432;8;140;1;136;1
J3T4GVRSG;6432;9;156;0;155;0
J3T7GVRSG;6732;10;51;0;34;0
J3T7GVRSG;6732;11;36;0;25;0
J3T7GVRSG;6732;12;65;1;50;1
J3T7GVRSG;6732;13;71;0;55;0
J3T7GVRSG;6732;14;88;1;70;1
J3T7GVRSG;6732;15;117;4;105;4
J3T7GVRSG;6732;16;76;0;54;0
J3T7GVRSG;6732;17;68;1;57;1
J3T7GVRSG;6732;18;60;0;48;0
J3T7GVRSG;6732;19;70;0;51;0
J3T7GVRSG;6732;1;59;0;46;0
J3T7GVRSG;6732;20;58;0;46;0
J3T7GVRSG;6732;2;68;1;44;1
J3T7GVRSG;6732;3;58;0;39;0
J3T7GVRSG;6732;4;35;0;14;0
J3T7GVRSG;6732;6;32;0;18;0
J3T7GVRSG;6732;7;53;1;38;1
J3T7GVRSG;6732;8;51;0;36;0
J3T7GVRSG;6732;9;60;0;42;0
T0GVRSG;32;10;61;0;45;0
T0GVRSG;32;11;59;0;47;0
T0GVRSG;32;12;71;0;47;0
T0GVRSG;32;13;75;0;49;0
T0GVRSG;32;14;78;0;53;0
T0GVRSG;32;15;91;3;74;3
T0GVRSG;32;16;93;1;64;1
T0GVRSG;32;17;98;2;75;2
T0GVRSG;32;18;96;1;64;1
T0GVRSG;32;19;90;0;78;0
T0GVRSG;32;1;58;1;5;1
T0GVRSG;32;20;117;2;86;2
T0GVRSG;32;2;71;1;16;1
T0GVRSG;32;3;85;0;73;0
T0GVRSG;32;4;62;1;35;1
T0GVRSG;32;5;82;2;39;2
T0GVRSG;32;6;85;0;44;0
T0GVRSG;32;7;72;3;42;3
T0GVRSG;32;8;64;1;24;1
T0GVRSG;32;9;70;0;22;0
C1T4PSURSG;1442;10;70;0;36;0
C1T4PSURSG;1442;12;63;0;49;0
C1T4PSURSG;1442;13;134;0;84;0
C1T4PSURSG;1442;14;153;2;120;2
C1T4PSURSG;1442;15;175;2;153;2
C1T4PSURSG;1442;16;79;1;60;1
C1T4PSURSG;1442;17;85;0;61;0
C1T4PSURSG;1442;18;94;0;81;0
C1T4PSURSG;1442;19;112;0;97;0
C1T4PSURSG;1442;1;111;0;79;0
C1T4PSURSG;1442;20;78;0;69;0
C1T4PSURSG;1442;2;169;1;142;1
C1T4PSURSG;1442;3;139;0;111;0
C1T4PSURSG;1442;4;145;2;132;2
C1T4PSURSG;1442;5;50;1;41;1
C1T4PSURSG;1442;6;76;0;63;0
C1T4PSURSG;1442;7;125;0;117;0
C1T4PSURSG;1442;8;130;0;85;0
C1T4PSURSG;1442;9;91;0;67;0
C1T7PSURSG;1742;10;66;0;20;0
C1T7PSURSG;1742;11;55;0;20;0
C1T7PSURSG;1742;12;74;5;55;5
C1T7PSURSG;1742;13;80;0;12;0
C1T7PSURSG;1742;14;59;0;30;0
C1T7PSURSG;1742;15;69;0;27;0
C1T7PSURSG;1742;16;64;0;28;0
C1T7PSURSG;1742;17;54;0;24;0
C1T7PSURSG;1742;18;52;0;23;0
C1T7PSURSG;1742;19;43;0;9;0
C1T7PSURSG;1742;1;58;0;21;0
C1T7PSURSG;1742;20;66;0;18;0
C1T7PSURSG;1742;2;55;0;18;0
C1T7PSURSG;1742;3;53;0;16;0
C1T7PSURSG;1742;4;86;0;32;0
C1T7PSURSG;1742;5;67;0;24;0
C1T7PSURSG;1742;6;64;0;15;0
C1T7PSURSG;1742;7;82;0;23;0
C1T7PSURSG;1742;8;43;0;14;0
C1T7PSURSG;1742;9;87;0;26;0
C2T4PSURSG;2442;10;43;0;37;0
C2T4PSURSG;2442;11;38;0;14;0
C2T4PSURSG;2442;12;50;1;46;1
C2T4PSURSG;2442;13;48;1;39;1
C2T4PSURSG;2442;14;27;0;20;0
C2T4PSURSG;2442;15;56;0;45;0
C2T4PSURSG;2442;16;57;1;49;1
C2T4PSURSG;2442;17;47;0;36;0
C2T4PSURSG;2442;18;49;0;34;0
C2T4PSURSG;2442;19;45;0;34;0
C2T4PSURSG;2442;1;45;0;39;0
C2T4PSURSG;2442;20;48;0;35;0
C2T4PSURSG;2442;2;65;1;55;1
C2T4PSURSG;2442;3;48;0;46;0
C2T4PSURSG;2442;4;25;0;22;0
C2T4PSURSG;2442;5;44;0;35;0
C2T4PSURSG;2442;6;41;0;34;0
C2T4PSURSG;2442;7;60;0;38;0
C2T4PSURSG;2442;8;38;0;32;0
C2T4PSURSG;2442;9;40;0;30;0
C3T4PSURSG;3442;10;86;0;51;0
C3T4PSURSG;3442;11;136;0;112;0
C3T4PSURSG;3442;12;133;1;118;1
C3T4PSURSG;3442;13;132;1;119;1
C3T4PSURSG;3442;14;107;0;66;0
C3T4PSURSG;3442;15;125;0;87;0
C3T4PSURSG;3442;16;101;1;78;1
C3T4PSURSG;3442;17;130;0;105;0
C3T4PSURSG;3442;18;143;2;98;2
C3T4PSURSG;3442;19;88;0;55;0
C3T4PSURSG;3442;1;80;0;63;0
C3T4PSURSG;3442;20;153;1;128;1
C3T4PSURSG;3442;2;96;0;77;0
C3T4PSURSG;3442;3;127;0;111;0
C3T4PSURSG;3442;4;133;0;110;0
C3T4PSURSG;3442;5;110;0;93;0
C3T4PSURSG;3442;6;115;0;79;0
C3T4PSURSG;3442;7;120;1;84;1
C3T4PSURSG;3442;8;98;0;58;0
C3T4PSURSG;3442;9;109;3;82;3
J1T4PSURSG;4442;10;160;36;151;36
J1T4PSURSG;4442;11;146;32;117;32
J1T4PSURSG;4442;12;146;38;145;38
J1T4PSURSG;4442;13;134;20;128;20
J1T4PSURSG;4442;14;147;32;142;32
J1T4PSURSG;4442;15;145;37;142;37
J1T4PSURSG;4442;16;127;25;123;25
J1T4PSURSG;4442;17;141;31;135;31
J1T4PSURSG;4442;18;135;21;128;21
J1T4PSURSG;4442;19;154;32;150;32
J1T4PSURSG;4442;1;116;24;113;25
J1T4PSURSG;4442;20;253;28;250;28
J1T4PSURSG;4442;21;127;30;125;30
J1T4PSURSG;4442;2;156;33;134;34
J1T4PSURSG;4442;3;121;25;116;25
J1T4PSURSG;4442;5;132;22;122;22
J1T4PSURSG;4442;6;141;26;139;26
J1T4PSURSG;4442;7;123;28;116;28
J1T4PSURSG;4442;8;131;37;124;37
J1T4PSURSG;4442;9;125;28;118;28
J1T7PSURSG;4742;10;63;2;24;2
J1T7PSURSG;4742;11;86;1;33;1
J1T7PSURSG;4742;12;109;12;71;14
J1T7PSURSG;4742;13;143;15;94;18
J1T7PSURSG;4742;14;97;8;30;11
J1T7PSURSG;4742;15;86;2;57;2
J1T7PSURSG;4742;16;69;3;31;3
J1T7PSURSG;4742;17;66;10;38;12
J1T7PSURSG;4742;18;67;0;18;1
J1T7PSURSG;4742;19;91;4;41;4
J1T7PSURSG;4742;1;86;12;49;13
J1T7PSURSG;4742;20;73;10;35;10
J1T7PSURSG;4742;21;77;1;39;1
J1T7PSURSG;4742;2;142;11;68;11
J1T7PSURSG;4742;3;72;2;24;2
J1T7PSURSG;4742;4;131;14;70;22
J1T7PSURSG;4742;5;68;5;28;6
J1T7PSURSG;4742;6;59;4;19;4
J1T7PSURSG;4742;7;99;3;71;3
J1T7PSURSG;4742;8;71;2;26;2
J1T7PSURSG;4742;9;116;7;39;13
J2T4PSURSG;5442;10;195;67;159;74
J2T4PSURSG;5442;11;195;63;164;75
J2T4PSURSG;5442;12;187;65;158;77
J2T4PSURSG;5442;13;208;79;195;83
J2T4PSURSG;5442;14;196;68;185;71
J2T4PSURSG;5442;15;253;71;241;71
J2T4PSURSG;5442;16;192;57;174;61
J2T4PSURSG;5442;17;157;62;152;63
J2T4PSURSG;5442;18;177;56;159;61
J2T4PSURSG;5442;19;146;49;138;50
J2T4PSURSG;5442;1;178;66;156;69
J2T4PSURSG;5442;20;158;54;128;65
J2T4PSURSG;5442;2;226;67;191;81
J2T4PSURSG;5442;3;215;76;210;78
J2T4PSURSG;5442;4;179;80;173;81
J2T4PSURSG;5442;5;184;79;169;79
J2T4PSURSG;5442;6;172;51;143;59
J2T4PSURSG;5442;7;217;61;168;76
J2T4PSURSG;5442;8;208;71;197;73
J2T4PSURSG;5442;9;191;61;167;68
J2T7PSURSG;5742;10;310;47;228;54
J2T7PSURSG;5742;11;118;6;79;6
J2T7PSURSG;5742;12;139;11;108;11
J2T7PSURSG;5742;13;120;11;44;14
J2T7PSURSG;5742;14;120;10;92;10
J2T7PSURSG;5742;15;130;13;72;15
J2T7PSURSG;5742;16;98;11;78;13
J2T7PSURSG;5742;17;148;14;106;14
J2T7PSURSG;5742;18;110;10;43;10
J2T7PSURSG;5742;19;137;12;103;14
J2T7PSURSG;5742;1;127;8;89;8
J2T7PSURSG;5742;20;159;16;124;17
J2T7PSURSG;5742;21;77;7;51;7
J2T7PSURSG;5742;2;136;11;78;11
J2T7PSURSG;5742;3;121;5;53;9
J2T7PSURSG;5742;4;125;11;89;12
J2T7PSURSG;5742;5;116;7;91;7
J2T7PSURSG;5742;6;143;15;103;16
J2T7PSURSG;5742;7;144;10;110;10
J2T7PSURSG;5742;8;134;9;100;11
J2T7PSURSG;5742;9;103;11;67;11
J3T4PSURSG;6442;10;157;44;135;52
J3T4PSURSG;6442;11;166;34;102;45
J3T4PSURSG;6442;12;136;29;102;37
J3T4PSURSG;6442;13;144;41;130;44
J3T4PSURSG;6442;14;147;42;139;44
J3T4PSURSG;6442;15;159;48;152;49
J3T4PSURSG;6442;16;106;21;96;23
J3T4PSURSG;6442;17;84;19;78;21
J3T4PSURSG;6442;18;92;17;91;17
J3T4PSURSG;6442;19;143;42;140;42
J3T4PSURSG;6442;1;151;34;94;47
J3T4PSURSG;6442;20;177;49;167;50
J3T4PSURSG;6442;2;140;31;117;39
J3T4PSURSG;6442;3;124;28;109;33
J3T4PSURSG;6442;4;132;35;124;40
J3T4PSURSG;6442;5;106;25;74;27
J3T4PSURSG;6442;6;131;40;123;41
J3T4PSURSG;6442;7;145;39;121;42
J3T4PSURSG;6442;8;144;38;133;42
J3T4PSURSG;6442;9;151;45;123;51
J3T7PSURSG;6742;10;59;0;23;0
J3T7PSURSG;6742;11;99;7;48;11
J3T7PSURSG;6742;12;61;4;36;4
J3T7PSURSG;6742;13;81;3;60;4
J3T7PSURSG;6742;14;78;3;52;3
J3T7PSURSG;6742;15;134;7;85;7
J3T7PSURSG;6742;16;67;5;35;5
J3T7PSURSG;6742;17;79;8;37;12
J3T7PSURSG;6742;18;112;17;68;18
J3T7PSURSG;6742;19;96;9;60;13
J3T7PSURSG;6742;1;78;8;50;9
J3T7PSURSG;6742;20;69;8;41;11
J3T7PSURSG;6742;21;127;8;62;16
J3T7PSURSG;6742;2;62;3;45;3
J3T7PSURSG;6742;3;92;9;67;10
J3T7PSURSG;6742;4;97;14;74;14
J3T7PSURSG;6742;5;91;5;55;7
J3T7PSURSG;6742;6;107;16;94;16
J3T7PSURSG;6742;7;35;1;30;1
J3T7PSURSG;6742;8;43;3;23;3
J3T7PSURSG;6742;9;92;11;42;14
T0PSURSG;42;10;95;3;58;3
T0PSURSG;42;11;76;0;59;0
T0PSURSG;42;12;101;4;52;4
T0PSURSG;42;13;98;1;67;1
T0PSURSG;42;14;128;0;74;0
T0PSURSG;42;15;90;1;39;1
T0PSURSG;42;16;115;0;40;0
T0PSURSG;42;17;101;1;47;1
T0PSURSG;42;18;103;1;33;1
T0PSURSG;42;19;117;0;47;0
T0PSURSG;42;1;81;3;53;3
T0PSURSG;42;20;96;0;42;0
T0PSURSG;42;2;114;0;68;0
T0PSURSG;42;3;108;1;62;1
T0PSURSG;42;4;111;0;38;0
T0PSURSG;42;5;111;3;74;3
T0PSURSG;42;6;93;2;56;2
T0PSURSG;42;7;90;2;35;2
T0PSURSG;42;8;93;1;36;1
T0PSURSG;42;9;96;0;71;0
